"","country_region_code","country_region","sub_region_1","sub_region_2","date.x","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Country","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","polity2","date.y","PDI","IDV","MAS","UAI","LTO","X","COL","Entity","Entity2","TL","Median_Age","Population.density","GDP.capita","Government.efficiency","CaseLog","Gini","Underreporting","Authoritarian","Continent","Days","X.Intercept.","log_day","Ztests_per_mil","TL_c","TL_l","TL_h","TL_2","Government.efficiency_c","Government.efficiency_l","Government.efficiency_h","Government.efficiency_2","ZGDP.capita","ZGini","ZMedian_Age","ZUnderreporting","Zlog_PopDensity","Authoritarianism","Europe","Africa","Asia","SouthA","NorthA","Mortality.Likelihood","Total_Cases","Total_Deaths","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc","Log_Google_pc"
"105","RE","RÃ©union","","","2020-04-26",NA,NA,-93,-90,-45,NA,-76,2020-04-26,"Réunion","",NA,"None","","No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REU",1.120189,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",787584,2517,312.9,8.22,0,7.78,5800,88.9,380.9,13.6,1.2,85.2,2,18.9,5.49,0.08,0.19,0.73,NA,"01/07/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","RO","Romania","","","2020-04-26",-71,-39,-50,-66,-30,12,-51.2,2020-04-26,"Romania","",2020-03-25,"Full","https://www.garda.com/crisis24/news-alerts/326626/romania-government-announces-lockdown-measures-on-march-25-update-2","Yes",2020-02-27,2020-03-23,11616,650,0,4,63,31,6,8.636114911,5.053672316,2.988395904,8.47544484,6,8.14754098360656,5.1875,11.4137931034483,6.22629310344828,73.8688524590164,78.5625,68.6896551724138,-9.87284482758621,"ROU","GDP per capita, PPP (constant 2011 international $)",24538.07755,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.976000071,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.2,"Population ages 15-64 (% of total population)",66.12674365,"Population ages 65 and above (% of total population)",18.33870139,10.1079813757504,"Romania","Hospital beds (per 1,000 people)",6.3,2017,30.38,137,"ROU",0.3254628,"ROU",-0.26815102,-0.22955099,-0.11751875,-0.38201791,-0.23912187,-0.21704744,"EASTERN EUROPE                     ",22303552,237500,93.9,0.09,-0.13,26.43,7000,98.4,196.9,40.82,2.25,56.93,3,10.7,11.77,0.101,0.35,0.549,9,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,"Romania","Romania",NA,41.1,81,12482.97,3.216095861,1.30217,27.5,12,NA,"Europe",36,-5.183028014,2.741726161,-0.36328859,NA,NA,NA,NA,-0.417258334,0.378451502,-1.21296817,0.174104517,-0.177977707,-1.277364706,0.487499328,-0.77791767,-0.049824736,0,1,0,0,0,0,0.039078675,3864,151,2.91433400383939e-05,0.000520813904439974,-10.4432841433678,0,NA
"107","RS","Serbia","","","2020-04-26",-95,-96,-78,-90,-72,20,-86.2,2020-04-26,"Serbia","",2020-03-15,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Serbia","Yes",2020-03-07,2020-03-21,8497,168,0,14,53,22,8,NA,NA,NA,NA,NA,10.2295081967213,8.25,12.4137931034483,4.16379310344828,71.0491803278689,74.8125,66.8965517241379,-7.91594827586206,"SRB","GDP per capita, PPP (constant 2011 international $)",16049.27905,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.68599987,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",2.4,"Population ages 15-64 (% of total population)",65.96452656,"Population ages 65 and above (% of total population)",18.34579269,9.68341920854616,"Serbia","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"SRB",-0.1464036,"SRB",-0.13782071,-0.12961876,0.37641996,-0.043900661,-0.3164179,-0.16020425,"EASTERN EUROPE                     ",9396411,88361,106.3,0,-1.33,12.89,2200,93,285.8,33.35,3.2,63.45,NA,NA,NA,0.166,0.255,0.579,8,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,"Serbia","Serbia",NA,42.6,99,7397.69,2.650929063,1.1074,29.1,14,1,"Europe",26,-1.844864456,2.068638671,NA,NA,NA,NA,NA,-0.982425132,-0.186715296,-1.778134968,0.96515914,-0.425960856,-1.070100916,0.594729323,-0.71127519,0.081488004,1,1,0,0,0,0,0.02672956,1908,51,1.78791668435959e-05,0.000904281432559729,-10.9318743864189,0,NA
"108","RW","Rwanda","","","2020-04-26",-63,-60,-24,-75,-22,24,-48.8,2020-04-26,"Rwanda","",2020-03-16,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Rwanda","Yes",2020-03-15,NA,212,0,0,13,54,14,NA,7.692206942,7.189914866,1.608382449,7.305828422,6,26.5081967213115,26.71875,26.2758620689655,-0.442887931034484,81.1147540983606,77.75,84.8275862068966,7.07758620689656,"RWA","GDP per capita, PPP (constant 2011 international $)",1997.859198,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.029999971,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",42.4,"Population ages 15-64 (% of total population)",57.0862309,"Population ages 65 and above (% of total population)",2.938196078,7.5998314852538,"Rwanda","Hospital beds (per 1,000 people)",NA,2017,93.1,139,"RWA",0.1181115,"RWA",-0.60603017,-0.28969413,-0.57998246,-0.059325397,-0.14198996,-0.12548469,"SUB-SAHARAN AFRICA                 ",8648248,26338,328.4,0,0,91.23,1300,70.4,2.7,40.54,12.16,47.3,3,40.37,16.09,0.401,0.229,0.37,-3,"19/01/2015",NA,NA,NA,NA,NA,NA,NA,"Rwanda","Rwanda",NA,19,492,824.927,5.388244505,0.61793,50.4,NA,1,"Africa",21,-2.489577537,1.457991408,NA,NA,NA,NA,NA,1.75489031,2.550600146,0.959180474,3.07964,-0.746480959,1.689098289,-1.092355928,NA,1.137105756,1,0,1,0,0,0,0,104,0,0,2.45136355941689e-05,NA,0,NA
"109","SA","Saudi Arabia","","","2020-04-26",-69,-39,-62,-81,-58,29,-61.8,2020-04-26,"Saudi Arabia","",2020-03-15,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Saudi_Arabia","Yes",2020-03-03,2020-03-25,20077,152,0,14,53,26,4,NA,NA,2.125973107,NA,4,24.0327868852459,21.375,26.9655172413793,5.59051724137931,25.0491803278689,27.3125,22.551724137931,-4.76077586206896,"SAU","GDP per capita, PPP (constant 2011 international $)",49100.65634,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.927000046,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.6,"Population ages 15-64 (% of total population)",71.64306385,"Population ages 65 and above (% of total population)",3.314088023,10.8016276811067,"Saudi Arabia","Hospital beds (per 1,000 people)",2.7,NA,NA,NA,"SAU",0.1417293,"SAU",0.20012197,0.69574618,-0.48707733,0.59955561,-0.37126616,0.30015314,"NEAR EAST                          ",27019731,1960582,13.8,0.13,-2.71,13.24,11800,78.8,140.6,1.67,0.09,98.24,1,29.34,2.58,0.033,0.613,0.354,-10,NA,80,38,52,68,NA,NA,62,"Saudi ia","Saudi Arabia",1.82765443,27.5,16,22865.18,4.418430699,1.1616,45.9,NA,1,"Asia",30,-4.21909726,2.365934864,NA,1.568156842,2.736012775,0.400300908,2.45911588,0.785076504,1.58078634,-0.010633332,0.616345117,0.328309681,1.10616888,-0.484719291,NA,-1.090995782,1,0,0,1,0,0,0.012236287,2370,29,5.62551862562954e-06,0.000743049588465555,-12.088197414012,0,NA
"110","SE","Sweden","","","2020-04-26",-13,-5,82,-31,-11,4,4.4,2020-04-26,"Sweden","",NA,"None","","No",2020-02-01,2020-03-12,19621,2355,10,0,NA,57,17,9.308207705,7.649196957,2.007563025,8.674957118,6,0.0163934426229508,0.65625,-0.689655172413793,-1.34590517241379,87.327868852459,88.09375,86.4827586206897,-1.61099137931035,"SWE","GDP per capita, PPP (constant 2011 international $)",47717.66474,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.475999832,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.2,"Population ages 15-64 (% of total population)",62.32268961,"Population ages 65 and above (% of total population)",20.09552493,10.7730569383002,"Sweden","Hospital beds (per 1,000 people)",2.6,2017,0,153,"SWE",1.895983,"SWE",1.0714524,0.051853307,-0.027697507,-0.094520047,-0.16685829,0.30693087,"WESTERN EUROPE                     ",9016596,449964,20,0.72,1.67,2.77,26800,99,715,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707,10,NA,31,71,5,29,33,NA,29,"Sweden","Sweden",1.321119184,41.2,22,51241.91,NA,2.0992,27.2,14,NA,"Europe",64,-15.91672812,2.997745981,7.601587282,1.061621596,2.229477529,-0.106234338,1.127040412,NA,NA,NA,NA,1.712097962,-1.316226667,0.494647994,-0.71127519,-0.890979951,0,1,0,0,0,0,0.058711567,6830,401,0.000261185041450232,0.0021760983856879,-8.25028143076916,1.10906599341925e-06,-13.7119923442256
"111","SG","Singapore","","","2020-04-26",-70,-35,-72,-72,-52,28,-60.2,2020-04-26,"Singapore","",2020-03-26,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore","Yes",2020-01-24,2020-03-22,14951,14,0,3,64,65,7,7.663959391,6.867072552,1.896394109,6.328767123,6,30.7377049180328,30.4375,31.0689655172414,0.631465517241381,77.1147540983606,77.875,76.2758620689655,-1.59913793103448,"SGP","GDP per capita, PPP (constant 2011 international $)",90091.41517,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.109000206,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",22.7,"Population ages 15-64 (% of total population)",76.25833717,"Population ages 65 and above (% of total population)",11.46338019,11.4085801579248,"Singapore","Hospital beds (per 1,000 people)",2.4,NA,NA,NA,"SGP",1.844891,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",4492150,693,6482.2,27.85,11.53,2.29,23700,92.5,411.4,1.64,0,98.36,2,9.34,4.28,0,0.339,0.661,-2,"01/07/2010",74,20,48,8,48,NA,80,"Singapore","Singapore",1.631476771,34.6,8240,63987.07,5.766091678,1.1123,46.4,40,1,"Asia",72,-2.393835266,1.561567881,NA,1.371979183,2.539835116,0.204123249,1.882326878,2.132737483,2.928447319,1.337027647,4.548569171,2.333614361,1.170938814,0.022836017,0.155077051,3.000664452,1,0,0,1,0,0,0.004583652,1309,6,3.11654775552909e-06,0.0033282503923511,-12.6787846573658,0,NA
"112","SI","Slovenia","","","2020-04-26",-77,-88,-9,-38,-33,8,-49,2020-04-26,"Slovenia","",2020-03-11,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Slovenia","Yes",2020-03-05,2020-03-18,1408,86,1,18,49,24,11,8.114503817,4.653140097,2.761095373,7.796165489,6,10.4098360655738,9.59375,11.3103448275862,1.71659482758621,75.1803278688525,76.625,73.5862068965517,-3.03879310344827,"SVN","GDP per capita, PPP (constant 2011 international $)",32728.40119,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.195000172,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5,"Population ages 15-64 (% of total population)",65.3713453,"Population ages 65 and above (% of total population)",19.60687965,10.395998517845,"Slovenia","Hospital beds (per 1,000 people)",4.6,NA,NA,NA,"SVN",1.058505,NA,NA,NA,NA,NA,NA,NA,"EASTERN EUROPE                     ",2010347,20273,99.2,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,NA,8.98,10.31,0.028,0.369,0.603,10,"01/07/2015",NA,NA,NA,NA,NA,NA,NA,"Slovenia","Slovenia",NA,44.5,103,26170.25,2.946271654,1.72542,25.7,40,NA,"Europe",30,-0.159895326,2.048052654,-0.495037948,NA,NA,NA,NA,-0.687082541,0.108627295,-1.482792377,0.472082418,0.489481075,-1.51053647,0.730553983,0.155077051,0.107439906,0,1,0,0,0,0,0.028084253,997,28,4.27786844758641e-05,0.000700376601651357,-10.0594706056977,4.97426563672839e-07,-14.5138179019512
"113","SK","Slovakia","","","2020-04-26",-75,-85,55,-49,-26,6,-36,2020-04-26,"Slovakia","",2020-03-09,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Slovakia","Yes",2020-03-07,2020-04-07,1384,20,0,20,47,22,-9,NA,NA,NA,NA,3,4.49180327868852,3.1875,5.93103448275862,2.74353448275862,85.3114754098361,87.625,82.7586206896552,-4.86637931034483,"SVK","GDP per capita, PPP (constant 2011 international $)",31226.44644,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.56099987,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.8,"Population ages 15-64 (% of total population)",68.92461673,"Population ages 65 and above (% of total population)",15.6292465,10.3490206570594,"Slovak Republic","Hospital beds (per 1,000 people)",5.8,NA,NA,NA,"SVK",0.5290585,NA,NA,NA,NA,NA,NA,NA,"EASTERN EUROPE                     ",5439448,48845,111.4,0,0.3,7.41,13300,NA,220.1,30.16,2.62,67.22,3,10.65,9.45,0.035,0.294,0.672,10,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,"Slovakia","Slovakia",-0.84951665,40.5,111,19547.66,2.636217896,1.36141,26.1,65.09,NA,"Europe",28,-2.405124894,1.959309596,0.364417215,-1.109014238,0.058841695,-2.276870172,1.229912581,-0.997136299,-0.201426463,-1.792846135,0.994280799,0.166531164,-1.458720523,0.44460733,0.991106964,0.156476312,0,1,0,0,0,0,0,0,0,3.67684367972633e-06,0.000254437582637062,-12.5134558695414,0,NA
"114","SN","Senegal","","","2020-04-26",-48,-34,-37,-59,-9,14,-37.4,2020-04-26,"Senegal","",2020-03-24,"Partial","https://www.deccanherald.com/international/china-offers-to-build-makeshift-covid-19-hospitals-in-india-818718.html","Yes",2020-03-03,2020-04-02,823,9,0,5,62,26,-4,NA,NA,NA,NA,NA,40.2950819672131,39.5,41.1724137931034,1.67241379310344,10.6065573770492,10.75,10.448275862069,-0.301724137931034,"SEN","GDP per capita, PPP (constant 2011 international $)",3356.33591,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.604000092,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",45.7,"Population ages 15-64 (% of total population)",53.85774593,"Population ages 65 and above (% of total population)",3.086823701,8.11860515495006,"Senegal","Hospital beds (per 1,000 people)",NA,2017,26.57,142,"SEN",-0.2080795,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",11987121,196190,61.1,0.27,0.2,55.51,1600,40.2,22.2,12.78,0.21,87.01,2,32.78,9.42,0.172,0.209,0.619,7,"16/08/2017",NA,NA,NA,NA,NA,NA,NA,"Senegal","Senegal",NA,18.8,85,1427.87,3.988356001,0.69642,40.3,NA,NA,"Africa",26,-2.971691158,1.669498223,NA,NA,NA,NA,NA,0.355001806,1.150711642,-0.44070803,0.126026282,-0.717078506,0.380745614,-1.106653261,NA,-0.018309795,0,0,1,0,0,0,0.009009009,222,2,7.50805802327348e-07,6.86570194794897e-05,-14.1021188040709,0,NA
"115","SV","El Salvador","","","2020-04-26",-79,-63,-74,-74,-49,23,-67.8,2020-04-26,"El Salvador","",2020-03-11,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_El_Salvador","Yes",2020-03-19,2020-04-01,345,9,0,18,49,10,-3,NA,NA,NA,NA,3,33.4426229508197,32.96875,33.9655172413793,0.99676724137931,62.9016393442623,64.3125,61.3448275862069,-2.9676724137931,"SLV","GDP per capita, PPP (constant 2011 international $)",7393.006735,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.110000134,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.8,"Population ages 15-64 (% of total population)",64.58082908,"Population ages 65 and above (% of total population)",8.287090005,8.90828979655357,"El Salvador","Hospital beds (per 1,000 people)",1.1,2017,48.93,146,"SLV",-0.8247701,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",6822378,21040,324.3,1.46,-3.74,25.1,4800,80.2,142.4,31.85,12.07,56.08,2,26.61,5.78,0.099,0.302,0.599,8,"01/07/2007",66,19,40,94,NA,NA,81,"El Salvador","El Salvador",NA,27.1,308,4008.02,3.125414803,0.3558,40,NA,NA,"North America",17,-2.655527178,1.581893975,NA,NA,NA,NA,NA,-0.507939392,0.287770444,-1.303649228,0.258002426,-0.59125776,0.341883654,-0.513313956,NA,0.827986046,0,0,0,0,0,1,0.048387097,62,3,1.31918811886413e-06,5.05688778897915e-05,-13.5384940720605,0,NA
"116","TG","Togo","","","2020-04-26",-47,-38,-31,-52,-12,21,-36,2020-04-26,"Togo","",2020-03-20,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Togo","Yes",2020-03-07,2020-03-28,99,6,0,9,58,22,1,NA,NA,NA,NA,NA,38.8196721311475,37.96875,39.7586206896552,1.78987068965517,27.3934426229508,14.1875,41.9655172413793,27.7780172413793,"TGO","GDP per capita, PPP (constant 2011 international $)",1574.020407,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.038000107,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",51.7,"Population ages 15-64 (% of total population)",55.79600849,"Population ages 65 and above (% of total population)",2.869468011,7.36138839395048,"Togo","Hospital beds (per 1,000 people)",NA,2017,58.77,157,"TGO",-0.5908715,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",5548702,56785,97.7,0.1,0,66.61,1500,60.9,10.6,46.15,2.21,51.64,2,37.01,9.83,0.395,0.204,0.401,-2,"28/01/2014",NA,NA,NA,NA,NA,NA,NA,"Togo","Togo",NA,NA,146,671.4,NA,0.46616,NA,NA,NA,"Africa",22,-3.638086442,1.674918695,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.753967687,NA,NA,NA,0.336411774,0,0,1,0,0,0,0.068181818,44,3,1.0813339768472e-06,1.78420106179788e-05,-13.7373151152679,0,NA
"117","TH","Thailand","","","2020-04-26",-50,-19,-54,-62,-22,15,-41.4,2020-04-26,"Thailand","",2020-03-22,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Thailand","Yes",2020-01-13,2020-03-01,2938,54,1,7,60,76,28,8.426020408,6.792436975,2.099068586,7.259353741,6,35.6393442622951,34.75,36.6206896551724,1.87068965517241,48,47.78125,48.2413793103448,0.460129310344826,"THA","GDP per capita, PPP (constant 2011 international $)",16904.69838,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.754000008,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",15.8,"Population ages 15-64 (% of total population)",71.01211804,"Population ages 65 and above (% of total population)",11.90089314,9.73534687292425,"Thailand","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"THA",0.0232979,"THA",-0.2297256,-0.12358965,0.30432498,0.23695967,-0.14669047,0.34843981,"ASIA (EX. NEAR EAST)         ",64631595,514000,125.7,0.63,0,20.48,7400,92.6,108.9,29.36,6.46,64.18,2,13.87,7.04,0.099,0.441,0.46,-3,"01/07/2010",64,20,34,64,56,NA,80,"Thailand","Thailand",1.063252798,37.7,136,7791.95,3.43156454,1.1948,36.5,100,NA,"Asia",76,-7.245631102,1.973822635,0.113561206,0.80375521,1.971611143,-0.364100724,0.646022437,-0.201789655,0.593920181,-0.997499491,0.040719065,-0.406734808,-0.111505887,0.244444673,2.154351455,0.289794707,0,0,0,1,0,0,0.000934959,24600,23,8.35504678478073e-07,4.54576434327514e-05,-13.995229889312,1.5472308860705e-08,-17.9842139358762
"118","TR","Turkey","","","2020-04-26",-91,-82,-75,-88,-63,23,-79.8,2020-04-26,"Turkey","",2020-03-23,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Turkey","Yes",2020-03-12,2020-03-19,114653,2992,1,6,61,17,10,8.574132492,6.308132147,2.436028008,7.542458809,6,6.11475409836066,1.9375,10.7241379310345,8.78663793103448,71.2786885245902,77.5,64.4137931034483,-13.0862068965517,"TUR","GDP per capita, PPP (constant 2011 international $)",25357.72223,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.48999977,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.4,"Population ages 15-64 (% of total population)",66.86737692,"Population ages 65 and above (% of total population)",8.48321294,10.1408385870883,"Turkey","Hospital beds (per 1,000 people)",2.7,NA,NA,NA,"TUR",-0.3192984,"TUR",-0.047398899,0.023427222,-0.44317982,0.51675504,-0.27897453,0.12911025,"NEAR EAST                          ",70413958,780580,90.2,0.92,0,41.04,6700,86.5,269.5,30.93,3.31,65.76,3,16.62,5.97,0.117,0.298,0.585,-4,"21/02/2004",66,37,45,85,NA,NA,63,"Turkey","Turkey",1.199072895,30.9,108,8957.89,3.675668315,1.56343,41.9,15,1,"Europe",22,-5.312423762,3.481824392,NA,0.939575307,2.10743124,-0.228280627,0.882801757,0.04231412,0.838023956,-0.753395716,0.001790485,-0.349877866,0.588009404,-0.241664636,-0.67795395,0.13851081,1,1,0,0,0,0,0.021242011,27069,575,4.24915753209044e-05,0.00162827091753598,-10.066204729427,1.42017297195536e-08,-18.0699020685214
"119","TT","Trinidad and Tobago","","","2020-04-26",-66,-37,-60,-83,-33,14,-55.8,2020-04-26,"Trinidad & Tobago","",2020-03-13,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Trinidad_and_Tobago","Yes",2020-03-13,2020-03-26,116,8,0,16,51,16,3,8.607142857,6.652412281,2.901010101,7.243119266,6,27.8688524590164,27.90625,27.8275862068966,-0.0786637931034484,78.8688524590164,79.71875,77.9310344827586,-1.78771551724138,"TTO","GDP per capita, PPP (constant 2011 international $)",28407.47373,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.686000109,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9,"Population ages 15-64 (% of total population)",68.84547391,"Population ages 65 and above (% of total population)",10.73495352,10.2544075490359,"Trinidad and Tobago","Hospital beds (per 1,000 people)",3,NA,NA,NA,"TTO",-0.1205074,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",1065842,5128,207.9,7.06,-10.83,24.31,9500,98.6,303.5,14.62,9.16,76.22,2,12.9,10.57,0.007,0.57,0.423,10,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,"Trinidad and Tobago","Trinidad and Tobago",-0.557723473,36,273,16365.64,3.20767521,1.5638,40.3,NA,NA,"North America",23,-1.09734557,1.742081183,NA,-0.817221061,0.350634872,-1.985076995,0.667850263,-0.425678985,0.370030851,-1.221388821,0.181202598,0.011360291,0.380745614,0.122917346,NA,0.748442351,0,0,0,0,0,1,0.067307692,104,7,7.50580292388553e-06,0.00010883414239634,-11.7998341134067,0,NA
"120","TW","Taiwan","","","2020-04-26",-14,-1,4,-31,-5,6,-9.4,2020-04-26,"Taiwan","",2020-02-02,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Taiwan","Yes",2020-01-21,2020-02-17,429,6,1,56,11,68,41,8.888795987,6.883205456,2.149317406,8.279824561,6,21.7213114754098,20.3125,23.2758620689655,2.96336206896552,69.1967213114754,67.21875,71.3793103448276,4.16056034482759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,56.12,165,"TWN",1.112281,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",23036087,35980,640.3,4.35,0,6.4,23400,96.1,591,24,1,75,2,12.56,6.48,0.018,0.259,0.723,10,NA,58,17,45,69,87,NA,83,"Taiwan","Taiwan",NA,NA,658,24827.9,NA,0.63067,NA,NA,NA,"Asia",73,-5.193403261,1.494437915,0.494062027,NA,NA,NA,NA,NA,NA,NA,NA,0.424021518,NA,NA,NA,1.329137313,0,0,0,1,0,0,0.013774105,363,5,2.60460902062056e-07,1.8622954497437e-05,-15.1608130750709,4.3410150343676e-08,-16.9525725442989
