"","Country","country_region_code","country_region","sub_region_1","sub_region_2","date.x","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","polity2","date.y","PDI","IDV","MAS","UAI","LTO","X","COL","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc"
"75","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-20,NA,11,0,NA,0,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRL","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"Greenland","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"GRL",1.738418,NA,NA,NA,NA,NA,NA,NA,"NORTHERN AMERICA                   ",56361,2166086,0,2.04,-8.37,15.82,20000,NA,448.9,0,0,100,1,15.93,7.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000195170419261546,NA,NA
"76","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-23,NA,18,0,NA,0,NA,6,NA,NA,NA,NA,NA,NA,26.5737704918033,26.75,26.3793103448276,-0.370689655172413,76.9508196721311,77.375,76.4827586206897,-0.892241379310349,"GRD","GDP per capita, PPP (constant 2011 international $)",13804.57741,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.9,"Population ages 15-64 (% of total population)",66.81680334,"Population ages 65 and above (% of total population)",9.621906796,9.53275551252303,"Grenada","Hospital beds (per 1,000 people)",3.7,NA,NA,NA,"GRD",0.3104176,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",89703,344,260.8,35.17,-13.92,14.62,5000,98,364.5,5.88,29.41,64.71,2,22.08,6.88,0.054,0.18,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000200662185211197,NA,NA
"77","Guadeloupe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",452776,1780,254.4,17.19,-0.15,8.6,8000,90,463.8,11.24,3.55,85.21,2,15.05,6.09,0.15,0.17,0.68,NA,"01/07/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Guatemala","GT","Guatemala","","","2020-04-26",-63,-42,-54,-66,-31,17,-51.2,2020-04-26,"",NA,"None","","No",2020-03-15,2020-03-16,557,16,1,0,NA,14,13,NA,NA,2.769849246,NA,5,23.6229508196721,24.03125,23.1724137931034,-0.858836206896552,85.983606557377,86.21875,85.7241379310345,-0.494612068965523,"GTM","GDP per capita, PPP (constant 2011 international $)",7508.864463,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.459000111,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25.1,"Population ages 15-64 (% of total population)",60.7525321,"Population ages 65 and above (% of total population)",4.812072508,8.92383952999691,"Guatemala","Hospital beds (per 1,000 people)",0.6,2017,23.85,70,"GTM",-1.050815,"GTM",-0.25725538,-0.21859027,-0.064931743,-0.48931202,-0.13400403,-0.36296293,"LATIN AMER. & CARIB    ",12293545,108890,112.9,0.37,-1.67,35.93,4100,70.6,92.1,12.54,5.03,82.43,2,29.88,5.2,0.227,0.188,0.585,8,"26/02/2015",95,6,37,101,NA,NA,94,1.3014960290136e-06,4.5308330510036e-05,-13.5519961636009,8.134350181335e-08
"79","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-14,2020-04-16,1240,7,0,0,NA,15,-18,NA,NA,NA,NA,NA,39.1803278688525,37.90625,40.5862068965517,2.67995689655172,17.7213114754098,14.375,21.4137931034483,7.03879310344828,"GIN","GDP per capita, PPP (constant 2011 international $)",2222.630126,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.296000004,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",55.7,"Population ages 15-64 (% of total population)",53.22380421,"Population ages 65 and above (% of total population)",2.926022448,7.70644651505544,"Guinea","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"GIN",-1.211506,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",9690222,245857,39.4,0.13,-3.06,90.37,2100,35.9,2.7,3.63,2.58,93.79,2,41.76,15.48,0.237,0.362,0.401,4,"06/08/2012",NA,NA,NA,NA,NA,NA,NA,7.22377671017238e-07,0.000127964044580196,-14.1407177447659,0
"80","Guinea-Bissau","GW","Guinea-Bissau","","","2020-04-26",NA,NA,NA,NA,-12,NA,-12,2020-04-26,"",NA,"None","","No",2020-03-27,2020-04-27,73,1,NA,0,NA,2,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GNB","GDP per capita, PPP (constant 2011 international $)",1596.35546,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.46600008,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",62.1,"Population ages 15-64 (% of total population)",54.83713146,"Population ages 65 and above (% of total population)",2.823716336,7.37547847250974,"Guinea-Bissau","Hospital beds (per 1,000 people)",NA,2017,40.89,66,"GNB",-1.234043,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",1442029,36120,39.9,0.97,-1.57,107.17,800,42.4,7.4,10.67,8.82,80.51,2,37.22,16.53,0.62,0.12,0.26,6,NA,NA,NA,NA,NA,NA,NA,NA,6.93467329713896e-07,5.06231150691144e-05,-14.1815617075818,NA
"81","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-13,2020-03-13,75,8,1,0,NA,16,16,NA,NA,NA,NA,NA,31.6393442622951,31.3125,32,0.6875,76.3934426229508,78,74.6206896551724,-3.37931034482759,"GUY","GDP per capita, PPP (constant 2011 international $)",7667.13049,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.85200024,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20,"Population ages 15-64 (% of total population)",65.33518355,"Population ages 65 and above (% of total population)",6.450271243,8.94469770310886,"Guyana","Hospital beds (per 1,000 people)",1.6,NA,NA,NA,"GUY",-0.320109,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",767245,214970,3.6,0.21,-2.07,33.26,4000,98.8,143.5,2.44,0.15,97.41,2,18.28,8.28,0.37,0.203,0.427,7,"20/05/2009",NA,NA,NA,NA,NA,NA,NA,1.04269170864587e-05,9.77523476855503e-05,-11.4711199140002,1.30336463580734e-06
"82","Haiti","HT","Haiti","","","2020-04-26",-36,-35,-19,-52,-14,6,-31.2,2020-04-26,"",NA,"None","","No",2020-03-20,2020-04-07,76,6,NA,0,NA,9,-9,NA,NA,NA,NA,NA,28.0655737704918,28.5,27.5862068965517,-0.913793103448278,73.7213114754098,73.1875,74.3103448275862,1.12284482758621,"HTI","GDP per capita, PPP (constant 2011 international $)",1656.293904,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.78100014,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",30.3,"Population ages 15-64 (% of total population)",61.80835189,"Population ages 65 and above (% of total population)",4.949403848,7.41233779745867,"Haiti","Hospital beds (per 1,000 people)",0.7,2017,55.6,74,"HTI",-1.028031,"HTI",-0.37565595,0.019328011,-0.69851607,0.23038714,-0.52285433,-0.15751432,"LATIN AMER. & CARIB    ",8308504,27750,299.4,6.38,-3.4,73.45,1600,52.9,16.9,28.3,11.61,60.09,2,36.44,12.17,0.28,0.2,0.52,5,"26/01/2017",NA,NA,NA,NA,NA,NA,NA,7.22151665329884e-07,9.14725442751186e-06,-14.1410306573299,NA
"83","Honduras","HN","Honduras","","","2020-04-26",-84,-74,-63,-83,-46,20,-70,2020-04-26,"",2020-03-20,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Honduras","Yes",2020-03-12,2020-03-27,738,66,0,9,58,17,2,NA,NA,NA,NA,NA,29.4918032786885,29.0625,29.9655172413793,0.90301724137931,78.2786885245902,79.25,77.2068965517241,-2.04310344827586,"HND","GDP per capita, PPP (constant 2011 international $)",4559.736508,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.386000156,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",14,"Population ages 15-64 (% of total population)",63.56850081,"Population ages 65 and above (% of total population)",4.690617659,8.42502011750558,"Honduras","Hospital beds (per 1,000 people)",0.7,2017,36.89,72,"HND",-1.023039,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",7326496,112090,65.4,0.73,-1.99,29.32,2600,76.2,67.5,9.55,3.22,87.23,2,28.24,5.28,0.139,0.312,0.549,7,"21/02/2012",NA,NA,NA,NA,NA,NA,NA,9.00839910374618e-06,0.000100730280887344,-11.6173531820704,0
"84","Hungary","HU","Hungary","","","2020-04-26",-52,-26,7,-42,-21,6,-26.8,2020-04-26,"",2020-03-16,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Hungary","Yes",2020-03-05,2020-03-16,2727,300,1,13,54,24,13,8.693467337,4.788877446,2.639143731,7.826266805,5,9.54098360655738,7.78125,11.4827586206897,3.70150862068965,68.5081967213115,71.75,64.9310344827586,-6.81896551724138,"HUN","GDP per capita, PPP (constant 2011 international $)",28464.5602,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.398999929,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1.8,"Population ages 15-64 (% of total population)",66.4302824,"Population ages 65 and above (% of total population)",19.15772538,10.2564150907125,"Hungary","Hospital beds (per 1,000 people)",7,NA,NA,NA,"HUN",0.555392,"HUN",-0.43091628,-0.49845642,-0.065830164,-0.16624628,-0.59088129,0.53216553,"EASTERN EUROPE                     ",9981334,93030,107.3,0,0.86,8.57,13900,99.4,336.2,50.09,2.06,47.85,3,9.72,13.11,0.037,0.312,0.651,10,"01/07/2011",46,55,88,82,NA,NA,45,3.00561027213397e-05,0.000273209973736977,-10.4124448320334,1.00187009071132e-07
"85","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-16,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland","Yes",2020-02-29,2020-03-20,1795,10,0,13,54,29,9,NA,NA,NA,NA,NA,-6.65573770491803,-6.125,-7.24137931034483,-1.11637931034483,88,89.28125,86.5862068965517,-2.69504310344827,"ISL","GDP per capita, PPP (constant 2011 international $)",48605.57707,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.842000008,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.4,"Population ages 15-64 (% of total population)",65.37258734,"Population ages 65 and above (% of total population)",14.79509256,10.7914935578315,"Iceland","Hospital beds (per 1,000 people)",3.2,NA,NA,NA,"ISL",1.719734,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",299388,103000,2.9,4.83,2.38,3.31,30900,99.9,647.7,0.07,0,99.93,3,13.64,6.72,0.086,0.15,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34014723369006e-05,0.00599556428447366,-10.3069105770101,0
"86","India","IN","India","","","2020-04-26",-86,-51,-68,-66,-41,22,-62.4,2020-04-26,"",2020-03-24,"Full","https://www.businessinsider.com/countries-on-lockdown-coronavirus-italy-2020-3?r=US&IR=T#the-uk-went-into-full-coronavirus-lockdown-on-monday-evening-7","Yes",2020-01-30,2020-03-13,31332,1007,3,5,62,59,16,6.311827957,5.18912081,2.256524507,5.358001265,6,32,29.875,34.3448275862069,4.4698275862069,32.1967213114754,36.9375,26.9655172413793,-9.97198275862069,"IND","GDP per capita, PPP (constant 2011 international $)",6888.188468,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.355000019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",26,"Population ages 15-64 (% of total population)",66.7667425,"Population ages 65 and above (% of total population)",6.179955649,8.83756340752186,"India","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"IND",0.0262165,"IND",-0.10873283,-0.2752474,-0.45382959,0.071198434,-0.26762176,-0.20398138,"ASIA (EX. NEAR EAST)         ",1095351995,3287590,333.2,0.21,-0.07,56.29,2900,59.5,45.4,54.4,2.74,42.86,2.5,22.01,8.18,0.186,0.276,0.538,9,"28/12/2015",77,48,56,40,61,NA,52,9.19339175531424e-07,2.86045035230889e-05,-13.8996107124612,2.73884560734287e-09
"87","Indonesia","ID","Indonesia","","","2020-04-26",-53,-34,-58,-68,-18,18,-46.2,2020-04-26,"",2020-03-15,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Indonesia","Yes",2020-03-02,2020-03-12,9511,773,5,14,53,27,17,8.514573397,6.515812432,2.119582245,8.744903293,5,33.5737704918033,33.46875,33.6896551724138,0.220905172413794,80.7049180327869,80.5,80.9310344827586,0.431034482758619,"IDN","GDP per capita, PPP (constant 2011 international $)",11605.85533,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.686999798,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",20.7,"Population ages 15-64 (% of total population)",67.59163708,"Population ages 65 and above (% of total population)",5.857165613,9.35926501956861,"Indonesia","Hospital beds (per 1,000 people)",1.2,2017,53.15,76,"IDN",-0.3149146,"IDN",-0.36182091,-0.3216432,0.14521286,0.15127298,0.10292665,0.26359722,"ASIA (EX. NEAR EAST)         ",245452739,1919440,127.9,2.85,0,35.6,3200,87.9,52,11.32,7.23,81.45,2,20.34,6.25,0.134,0.458,0.408,9,"15/08/2017",78,14,46,48,NA,NA,86,3.14928243681159e-06,3.87488036953623e-05,-12.6683359289142,2.03705202898551e-08
"88","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-15,"Full","https://www.dailymail.co.uk/news/article-8109981/Iran-imposes-nationwide-lockdown-24-hours-citizen-checked-coronavirus.html","Yes",2020-02-20,2020-02-20,92584,5877,1135,14,53,38,38,7.858223062,5.196571429,2.715592833,7.703944849,5,10.6885245901639,7.71875,13.9655172413793,6.24676724137931,42.1475409836066,46.03125,37.8620689655172,-8.16918103448276,"IRN","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.38199997,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.9,"Population ages 15-64 (% of total population)",69.33886753,"Population ages 65 and above (% of total population)",6.184573806,NA,"Iran, Islamic Rep.","Hospital beds (per 1,000 people)",1.5,2017,50.71,79,"IRN",-0.6936132,"IRN",-0.38071907,0.33787999,0.55093294,0.11850627,0.59049654,0.30046999,"ASIA (EX. NEAR EAST)         ",68688433,1648000,41.7,0.15,-0.84,41.58,7000,79.4,276.4,8.72,1.39,89.89,1,17,5.55,0.116,0.424,0.46,-7,"01/07/2016",58,41,43,59,NA,NA,59,8.55602572852404e-05,0.00134788342019682,-9.36628966668072,1.65238883816144e-05
"89","Iraq","IQ","Iraq","","","2020-04-26",-35,-15,-27,-37,-26,15,-28,2020-04-26,"",2020-03-22,"Full","https://www.middleeasteye.net/news/coronavirus-iraq-impose-total-lockdown-until-28-march","Yes",2020-02-25,2020-03-06,1847,88,12,7,60,33,23,7.946218487,4.582697201,2.777964676,7.155955441,6,20.2786885245902,17.21875,23.6551724137931,6.4364224137931,41.8688524590164,43.125,40.4827586206897,-2.64224137931034,"IRQ","GDP per capita, PPP (constant 2011 international $)",15471.24529,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.82199955,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",16.8,"Population ages 15-64 (% of total population)",58.28983494,"Population ages 65 and above (% of total population)",3.323599663,9.64673843741854,"Iraq","Hospital beds (per 1,000 people)",1.3,NA,NA,NA,"IRQ",-1.759291,"IRQ",-0.41695645,0.16578853,-0.28882602,0.094439171,-0.23216479,0.28961954,"NEAR EAST                          ",26783383,437072,61.3,0.01,0,50.25,1500,40.4,38.6,13.15,0.78,86.07,1,31.98,5.37,0.073,0.666,0.261,6,"01/07/1997",80,38,52,68,NA,NA,62,3.28561929611356e-06,6.89606686354745e-05,-12.6259554013868,4.48038994924577e-07
"90","Ireland","IE","Ireland","","","2020-04-26",-87,-28,-43,-67,-45,18,-54,2020-04-26,"",2020-03-12,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland","Yes",2020-03-01,2020-03-12,19877,1159,2,17,50,28,17,NA,NA,NA,NA,NA,7.9344262295082,7.84375,8.03448275862069,0.19073275862069,85.6065573770492,86.8125,84.2758620689655,-2.53663793103448,"IRL","GDP per capita, PPP (constant 2011 international $)",70855.32724,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.927999973,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.1,"Population ages 15-64 (% of total population)",64.72777871,"Population ages 65 and above (% of total population)",13.8658017,11.1683954326944,"Ireland","Hospital beds (per 1,000 people)",2.8,NA,NA,NA,"IRL",1.464224,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",4062235,70280,57.8,2.06,4.99,5.39,29600,98,500.5,15.2,0.03,84.77,3,14.45,7.82,0.05,0.46,0.49,10,"01/07/2011",28,70,68,35,NA,NA,30,0.000285310918743007,0.00489311918192818,-8.16193102938353,4.92339808012092e-07
"91","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-23,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Isle_of_Man","Yes",2020-03-21,2020-04-03,309,21,NA,6,61,8,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IMN","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"Isle of Man","Hospital beds (per 1,000 people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",75441,572,131.9,27.97,5.36,5.93,21000,NA,676,9,0,91,3,11.05,11.19,0.01,0.13,0.86,NA,"01/07/2016",NA,NA,NA,NA,NA,NA,NA,0.00027836322424146,0.00409591601383863,-8.1865837350634,NA
"92","Israel","IL","Israel","","","2020-04-26",-57,-6,-24,-45,-48,23,-36,2020-04-26,"",2020-03-12,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Israel","Yes",2020-02-22,2020-03-21,15589,208,0,17,50,36,8,NA,NA,NA,NA,4,17.1475409836066,15.46875,19,3.53125,67.2459016393443,68.8125,65.5172413793103,-3.29525862068965,"ISR","GDP per capita, PPP (constant 2011 international $)",33609.02306,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.861000061,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10,"Population ages 15-64 (% of total population)",60.09776752,"Population ages 65 and above (% of total population)",11.97698602,10.4225498533523,"Israel","Hospital beds (per 1,000 people)",3.1,NA,NA,NA,"ISR",0.9939096,"ISR",0.45680538,0.24376138,-0.0099485479,0.19927368,-0.32634467,-0.053660519,"NEAR EAST                          ",6352117,20770,305.8,1.31,0.68,7.03,19800,95.4,462.3,16.39,4.17,79.44,3,17.97,6.18,0.026,0.317,0.657,6,"01/07/2008",13,54,47,81,NA,NA,46,3.27449887966484e-05,0.00245414245361035,-10.3267606214336,0
"93","Italy","IT","Italy","","","2020-04-26",-92,-74,-85,-81,-54,22,-77.2,2020-04-26,"",2020-03-11,"Full","https://www.businessinsider.com/countries-on-lockdown-coronavirus-italy-2020-3?r=US&IR=T#the-uk-went-into-full-coronavirus-lockdown-on-monday-evening-7","Yes",2020-01-31,2020-02-23,201505,27359,2978,18,49,58,35,8.778,5.785200411,2.429298067,NA,5,13.327868852459,12.71875,14,1.28125,75.8852459016394,76.1875,75.551724137931,-0.635775862068968,"ITA","GDP per capita, PPP (constant 2011 international $)",35828.48628,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.887000084,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.9,"Population ages 15-64 (% of total population)",63.91920431,"Population ages 65 and above (% of total population)",22.7516796,10.4864985621277,"Italy","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"ITA",0.2467615,"ITA",0.10848816,-0.093646772,0.17641944,0.3112793,0.34591156,-0.074733861,"WESTERN EUROPE                     ",58133509,301230,193,2.52,2.07,5.94,26700,98.6,430.9,27.79,9.53,62.68,NA,8.72,10.4,0.021,0.291,0.688,10,"01/07/2011",50,76,70,75,NA,NA,24,0.000470623577874854,0.00346624525968319,-7.66145198119454,5.12269094232726e-05
"94","Jamaica","JM","Jamaica","","","2020-04-26",-68,-51,-64,-66,-39,16,-57.6,2020-04-26,"",2020-03-12,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Jamaica","Yes",2020-03-12,2020-03-25,381,7,0,17,50,17,4,NA,NA,NA,NA,NA,28.0983606557377,27.4375,28.8275862068966,1.39008620689655,78.1147540983606,78.53125,77.6551724137931,-0.87607758620689,"JAM","GDP per capita, PPP (constant 2011 international $)",8275.769452,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.001999855,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.2,"Population ages 15-64 (% of total population)",67.45326077,"Population ages 65 and above (% of total population)",8.796642551,9.02108718105837,"Jamaica","Hospital beds (per 1,000 people)",1.7,NA,NA,NA,"JAM",-0.2359448,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",2758124,10991,250.9,9.3,-4.92,12.36,3900,87.9,124,16.07,10.16,73.77,2,20.82,6.52,0.049,0.337,0.615,9,"01/07/2011",45,39,68,13,NA,NA,61,2.5379569591505e-06,0.000138137371633763,-12.8841511473854,0
